"","NAME","Description","Status","Long","Lat","Elev","country","continent","city","pname","citiname","countryname"
"72","Aspen, Basalt, &amp; Willets, Colorado USA - WE-cycle","www.we-cycle.org (http://www.we-cycle.org)<br>O'Brien Bike Share Map (http://bikes.oobrien.com/aspen/)<br>CityBik.es Map (https://citybik.es/map/we-cycle)<br>190 bikes in 43 stations<br>Launch June 5, 2013 with 100 bikes in 16 stations<br>Equipment: Public Bicycle Systems Company Source (http://www.aspentimes.com/article/20121207/NEWS/121209889)","operation",-106.815391,39.189325,"0","United States of America","North America","Aspen, Basalt, &amp; Willets, Colorado USA","WE-cycle","Aspen","Colorado USA"
"73","Astana, Kazakhstan - Astana Bike","www.velobike.kz (http://www.velobike.kz/?lang=en)<br>CityBik.ed Maps (https://citybik.es/map/velobike)<br>1,800 bikes in 150 stations (April 2016 http://astanatimes.com/2016/04/rental-bike/)<br>Launch: July 7, 2014 with 200 bikes in 42 stations<br>Equipment: Smoove","operation",71.424179,51.134124,"0","Kazakhstan","Asia","Astana, Kazakhstan","Astana Bike","Astana","Kazakhstan"
"74","Asti, Italy - GIMME BIKE","City ends service December 2014 http://www.lastampa.it/2014/12/03/edizioni/asti/il-comune-vi-mette-le-ruote-lfbqNhyL8V04j9rGZ2Ze7I/pagina.html <br>25 bikes in 4 stations<br>Launched; September 11, 2008<br>operator: Bicincitta'<br>System: Bicincitta<br>http://www.bicincitta.com/citta_v3.asp?id=41&pag=2<br>Source (http://www.lanuovaprovincia.net/stories/ambiente/23743_torna_il_bike_sharing_25_bici_in_citt/) Source II (http://www.lanuovaprovincia.it/stories/politica/28347_bike_sharing_al_palo_il_comune_pensa_a_contributi_per_chi_acquista_una_bici/)","stopped",8.206787,44.901119,"0","Italy","Europe","Asti, Italy","GIMME BIKE","Asti","Italy"
"75","Asuncion, Paraguay - ","In November 2016, City Councilman introduces bill to begin process for a public use bicycle program<br>Source: http://www.paraguay.com/nacionales/presentan-proyecto-para-implementar-bicicletas-publicas-153649","planning",-57.6336765,-25.2825751,"0","Paraguay","South America","Asuncion, Paraguay - ","Asuncion, Paraguay - ","Asuncion","Paraguay - "
"76","Athens (Maroussi District) Greece - Cyclopolis Maroussi","http://maroussi.cyclopolis.gr/index.php/en/<br>O'Briens Bike Share Map (http://bikes.oobrien.com/athensmaroussi/)<br>CityBik.es Map (https://citybik.es/map/cyclopolis-maroussi)<br>70 bikes in 6 stations<br>Launch: April 26, 2013<br>Source (http://www.silvercity.gr/index.php/podilatonea/188-genika/3417-13)<br>Operator: Cyclopolis","operation",23.807116,38.055323,"0","Greece","Europe","Athens (Maroussi District) Greece","Cyclopolis Maroussi","Athens (Maroussi District) Greece","Athens (Maroussi District) Greece"
"77","Athens (Muscat and Taurus Communities) Greece - Cyclopolis","Suspended July<br>http://moschatotavros.cyclopolis.gr/index.php/en/<br>CityBik.es Map (https://citybik.es/map/cyclopolis-moschatotavros)<br>60 bikes in 5 stations<br>Launched June 10, 2013<br>Operator: Cyclopolis","stopped",23.67691,37.94589,"0","Greece","Europe","Athens (Muscat and Taurus Communities) Greece","Cyclopolis","Athens (Muscat and Taurus Communities) Greece","Athens (Muscat and Taurus Communities) Greece"
"78","Athens (Neas Smyrnis District) Greece - Cyclopolis Neas Smyrnis","http://neasmyrni.cyclopolis.gr/index.php/en/<br>CityBik.es Map (https://citybik.es/map/cyclopolis-neasmyrni)<br>45 bikes in 3 stations <br>Launch: April, 23, 2013<br>Source (http://www.silvercity.gr/index.php/podilatonea/188-genika/3417-13)<br>Operator Cyclopolis","operation",23.712444,37.943656,"0","Greece","Europe","Athens (Neas Smyrnis District) Greece","Cyclopolis Neas Smyrnis","Athens (Neas Smyrnis District) Greece","Athens (Neas Smyrnis District) Greece"
"79","Athens, Technopolis, Greece - AthensBikes","http://athens.easybike.gr/<br>10 bikes in 1 station<br>Launch: March 3, 2016<br>Plans to expand to cove more of central athens<br>Operator: EasyBike<br>Equipment: EasyBike","operation",23.7134528,37.9773059,"0","Greece","Europe","Athens, Technopolis, Greece","AthensBikes","Athens","Greece"
"80","Athens, (Keratsini-Drapetsona District) Greece - EasyBike Keratsini-Drapetsona","Contract wends 2015<br>http://keratsini-drapetsona.easybike.gr/el/<br>CityBik,es Map (https://citybik.es/map/easybike-drapetsona)<br>70 Bikes in 6 Stations<br>Launch: March 22, 2013<br>Operator: EasyBike <br>Equipment EasyBike - CallLock <br>Source (http://eubooce.gr/2013/01/30/erxontai-ta-koinoxrista-podilata/)","stopped",23.625262,37.94726,"0",NA,NA,"Athens, (Keratsini-Drapetsona District) Greece","EasyBike Keratsini-Drapetsona","Athens","(Keratsini-Drapetsona District) Greece"
"81","Atlanta, Georgia USA - Viacycle@GT","https://gt.viacycle.com/<br>Ended July 7, 2013<br>Pilot Program at Georgia Institute of Technology - Not Public<br>35 bikes in 4 stations (mobile phone access)<br>Launched: November 14, 2011","stopped",-84.3966721,33.7754375,"0","United States of America","North America","Atlanta, Georgia USA","Viacycle@GT","Atlanta","Georgia USA"
"82","Atlanta, Georgia, USA -Relay","http://relaybikeshare.com/<br>100 bikes in 10 stations<br>Launch: June 9, 2016<br>Plans for 500 bike in 57 station program for 2016<br>Source (http://www.atlantaintownpaper.com/2014/01/20144/)<br>(http://commuting.blog.ajc.com/2016/06/08/atlantas-bike-share-program-begins-thursday/)<br>Operator; Cyclehop<br>Equipment; Social Bicycles","operation",-84.387832,33.749321,"0","United States of America","North America","Atlanta, Georgia, USA -Relay","Atlanta, Georgia, USA -Relay","Atlanta","USA -Relay"
"83","Auckland, New Zealand - Nextbike","Suspended service November 10, 2010<br>Company sites not enough revenue.<br>It had 170 bikes<br>Launched: 2008","stopped",174.755402,-36.871931,"0","New Zealand","Australia","Auckland, New Zealand","Nextbike","Auckland","New Zealand"
"84","Auckland, New Zealand - New nextbike","http://nextbike.co.nz/<br>CityBik.es Map (https://citybik.es/map/nextbike-auckland)<br>Re-deployement 10 bikes in 3 stations re-launch October 16, 2013: Source","operation",174.748535,-36.897194,"0","New Zealand","Australia","Auckland, New Zealand","New nextbike","Auckland","New Zealand"
"85","Augsburg, Germany - swaRad","http://www.swa-rad.de/de/augsburg/<br>O'Brien Bike ShareMap (http://bikes.oobrien.com/augsburg/)<br>CityBik.es Map (https://citybik.es/map/nextbike-augsburg)<br>150 bikes in 30 stations<br>Launched: 2011 with 110 bikes in 14 stations<br>Operator: nextbike GmbH<br>Originally mobile phone operated.<br>(https://www.trendyone.de/news/150-neue-fahrr%C3%A4der-zum-ausleihen)","operation",10.898523,48.364632,"0","Germany","Europe","Augsburg, Germany","swaRad","Augsburg","Germany"
"86","Aurora, Illinois USA -Zagster","http://bike.zagster.com/aurora-il/<br>18 bikes in 3 stations<br>Launch: June 29, 2016<br>Issues a Tender for a Public Bicycle program in March 2016.<br>Source: http://zagster.com/press/zagster-brings-bike-sharing-to-aurora-illinois/","operation",-88.3166885,41.7604605,"0","United States of America","North America","Aurora, Illinois USA -Zagster","Aurora, Illinois USA -Zagster","Aurora","Illinois USA -Zagster"
"87","Austin, Texas USA - Austin B-cycle","http://austin.bcycle.com/ <br>O'Brien Bike Share Map (http://bikes.oobrien.com/austin/)<br>CityBik.es Map (https://citybik.es/map/austin)<br>409 bikes in 57 stations <br>Launch December 21, 2013 with 110 bikes in 11 stations Source (http://www.kxan.com/news/local/austin/bike-share-program-to-launch-next-month)<br>Planning a minimum of 400 bikes in a minimum of 40 stations for March 2014","operation",-97.743902,30.273375,"0","United States of America","North America","Austin, Texas USA","Austin B-cycle","Austin","Texas USA"
"88","Avenches, Switzerland- Publibike","https://www.publibike.ch/en/home.html<br>9 bikes<br>and 8 pedelecs in 2 station<br>Launched: 2011 as Velopass<br>Operator :Publibike","operation",7.04155,46.8802,"0","Switzerland","Europe","Avenches, Switzerland- Publibike","Avenches, Switzerland- Publibike","Avenches","Switzerland- Publibike"
"89","Aventura, Florida USA - Aventura B-cycle","https://aventura.bcycle.com/<br>30 bikes in 5 stations<br>Launch: September 8, 2016<br>Source: https://www.facebook.com/events/289215214796221/<br>Operator: Broward County B-cycle<br>Equipment: B-cycle 2.0","operation",-80.1377106,25.9554208,"0","United States of America","North America","Aventura, Florida USA","Aventura B-cycle","Aventura","Florida USA"
"90","Aversa, Italy - Bicincittà","Bicincittà (http://www.bicincitta.com/default.asp) Launched: November 2011","operation",14.211502,40.973094,"0","Italy","Europe","Aversa, Italy","Bicincittà","Aversa","Italy"
"91","Avignon, France - Velopop","http://www.velopop.fr/<br>O'Briens Bike Share Map (http://bikes.oobrien.com/avignon/)<br>CityBik.es map (https://citybik.es/map/velopop)<br>200 bikes & 20 stations<br>launched: July 15, 2009<br>Operator: The Public Transit Company<br>System: Smoove","operation",4.806347,43.948709,"0","France","Europe","Avignon, France","Velopop","Avignon","France"
"92","Avilés y Castrillón, Spain - enbici","http://www.avilesenbici.es/<br>60 bikes<br>in 5 staitons in Avilés<br>Oringinal launched in 2007 Source (http://www.elcomercio.es/v/20130520/aviles/bicicletas-publicas-cada-utilizan-20130520.html)<br>System: ITCL<br>Launched: 2009","operation",-5.920966,43.557101,"0","Spain","Europe","Avilés y Castrillón, Spain","enbici","Avilés y Castrillón","Spain"
"93","Azuqueca de Henares (Guadalajara), Spain - Biciudad","Launched 2009.<br>Ends 2014<br>3 stations, 50 bikes. <br>Operator: ITCL","stopped",-3.268218,40.565655,"0","Spain","Europe","Azuqueca de Henares (Guadalajara), Spain","Biciudad","Azuqueca de Henares (Guadalajara)","Spain"
"94","Bad Deutsch Altenburg, Hainburg, Petronell-Carnintum (Römerland), Austria - Nextbike- Leihradl","www.nextbike.at<br>CityBik.es map (https://citybik.es/map/nextbike-romerland)<br>32 bikes in 8 stations<br>Launched : 2008<br>Operator: Nextbike/Leihradl<br>Equipment: Nextbike","operation",16.9085598,48.1328715,"0","Austria","Europe","Bad Deutsch Altenburg, Hainburg, Petronell-Carnintum (Römerland), Austria","Nextbike- Leihradl","Bad Deutsch Altenburg","Austria"
"95","Badajoz, Spain - BiBi Bicicletas Públicas de Badajoz","http://badajoz.onroll.info/<br>CityBik.es Map (https://citybik.es/map/onroll-badajoz)<br>350 bikes and 26 stations (January 2014)<br>Source (http://www.hoy.es/v/20140114/badajoz/servicio-bicicletas-incorporara-este-20140114.html)<br>Launched 2009 with 100 bikes in 11 stations<br>Operator: The Municipality & Minister of Industry, Energy and Environment<br>Equipment: Onroll","operation",-6.970825,38.885688,"0","Spain","Europe","Badajoz, Spain","BiBi Bicicletas Públicas de Badajoz","Badajoz","Spain"
"96","Baeza, Spain - ENbici","http://baeza.onroll.info/<br>Ends 2014<br>System: Onroll<br>Fleet: 5 stations and 25 bikes<br><br>Launched: 2009","stopped",-3.469276,37.993728,"0","Spain","Europe","Baeza, Spain","ENbici","Baeza","Spain"
"97","Baku, Azerbaijan - nextbike","www.nextbike.de<br><br><br> <br>5 bikes in 1 Stations<br>Launched: 2012","operation",49.847589,40.381173,"0","Azerbaijan","Europe","Baku, Azerbaijan","nextbike","Baku","Azerbaijan"
"98","Balaton Lake District, Hungary ","Planning for 2013-2014, 200 bike in 11 stations around the northern area of the lake Source (http://www.itlgroup.eu/magazine/index.php?option=com_content&view=article&id=3849:il-bike-sharing-arriva-sul-lago-balaton&catid=46:turismo&Itemid=107)","planning",18.001099,47.044861,"0","Hungary","Europe","Balaton Lake District, Hungary ","Balaton Lake District, Hungary ","Balaton Lake District","Hungary "
"99","Balestrate, Italy - youbike","27 pedelecs in 3 stations<br>Launch June 25, 2016<br>Operator: Stella Rentals<br>Source: http://www.teleoccidente.it/wp/2016/06/25/balestrate-inaugurate-le-ciclo-stazioni-di-bike-sharing/","operation",13.0045509,38.0517916,"0","Italy","Europe","Balestrate, Italy","youbike","Balestrate","Italy"
"100","Bahia Blanca, Argentina","To issues in July 2013 a tender offer for bike share system Source (http://www.adnbahiablanca.com.ar/m-info.asp?id=12503&idcat=1&idsub=48)","planning",-62.249908,-38.713911,"0","Argentina","South America","Bahia Blanca, Argentina","Bahia Blanca, Argentina","Bahia Blanca","Argentina"
"101","Baltimore, Maryland USA - Bmore  Bikeshare","https://www.bmorebikeshare.com/<br>200 pedelecs in 20 stations<br>Launch: October 28, 2016<br>300 more bikes in 30 more stations for Spring 2017.<br>City entered contract in 2016 with Bewegen.com for 300 bikes and 200 pedelecs in 50 stations (http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-ci-bike-share-contract-20160314-story.html)(http://www.bizjournals.com/baltimore/news/2016/08/19/baltimores-first-bike-share-rentals-coming-in.html?ana=fbk)<br>Once again to issue a tender in September 2015 (http://www.wbaltv.com/news/baltimore-seeking-proposal-for-bike-sharing-program/35153026 )<br>Originally planned Launch for July 1, 2014<br>Source (http://www.baltimoremagazine.net/bikeshorts/2014/02/new-bicycle-supplier-picked-for-charm-city-bikeshare)<br>250 Bicycle network in 30 stations.","operation",-76.613245,39.286317,"0","United States of America","North America","Baltimore, Maryland USA","Bmore  Bikeshare","Baltimore","Maryland USA"
"102","Balneário Camboriú, Santa Catarina, Brazil","City announces in May 2016 that it will deploy 300 bikes in 30 stations will issue tender in July 2016<br>Source: http://dc.clicrbs.com.br/sc/noticias/noticia/2016/05/edital-preve-300-bicicletas-compartilhadas-em-balneario-5803666.html","planning",-48.632226,-26.9955517,"0","Brazil","South America","Balneário Camboriú, Santa Catarina, Brazil","Balneário Camboriú, Santa Catarina, Brazil","Balneário Camboriú","Brazil"
"103","Bandung, West Java, Indonesia -Bike Bandung","http://bikebdg.com/<br>90 bikes in 6 shelters<br>(manned)<br>Launched June 10, 2012","stopped",107.613916,-6.89294,"0","Indonesia","Asia","Bandung, West Java, Indonesia -Bike Bandung","Bandung, West Java, Indonesia -Bike Bandung","Bandung","Indonesia -Bike Bandung"
"104","Bandung, West Java, Indonesia - Boseh","Program planned for 2017 with 250 bikes in 30 stations (https://e27.co/bandung-to-get-city-wide-bike-sharing-system-first-in-indonesia-20161223/) Mayor announces in April 2016 the city needs<br>an automated IT program to replace the terminated manned program<br>Possible investment for 700 bike 70 station project (http://www.merdeka.com/peristiwa/bangun-bandung-bike-sharing-ridwan-kamil-gaet-singapura.html?utm_source=dlvr.it&utm_medium=twitter)<br>Source: http://bandung.merdeka.com/pariwisata/bike-sharing-dengan-konsep-elektronik-akan-segera-hadir-di-bandung-160427u.html","planning",107.6019859,-6.9150945,"0","Indonesia","Asia","Bandung, West Java, Indonesia","Boseh","Bandung","Indonesia"
"105","Bangalore, India - Namma Cycles","Planning Pilot Program on the Indian Institute of Science Campus as an incubator for a city-wide program for maybe 2013.<br>Source (http://www.nammacycle.in/?p=115)<br>Pilot Program October 2011 -December 2012 ATCAG 3 stations Source (http://www.kerberonautomations.com/atcag.html)","planning",77.56721,13.022621,"0","India","Asia","Bangalore, India","Namma Cycles","Bangalore","India"
"106","Bangkok, Thailand - Pun Pun","www.punpunbikeshare.com<br>CityBik.es Map (https://citybik.es/map/punpunbikeshare)<br>500 bikes in 50 stations<br>Official launch: May 1, 2013 with 100 bikes in 12 stations Source (http://www.richardbarrow.com/2013/04/bicycle-rental-service-to-launch-in-bangkok-on-1-may-2013/) Source II (http://www.bangkokpost.com/lifestyle/interview/366555/i-want-to-ride-my-bicycle)<br>Pilot Launch: October 28, 2012 Video (http://www.youtube.com/watch?v=Qdh_9mbSrW4&feature=youtu.be) I Video II (http://www.youtube.com/watch?v=-er_Z8TtGYw&feature=player_embedded#t=3)<br>32 bike pilot in 2 stations<br>Before Pun Pun was Bangkok Green Bikes a manned program - video: https://www.youtube.com/watch?t=109&v=39iREQ0j7Qs","operation",100.530224,13.733215,"0","Thailand","Asia","Bangkok, Thailand","Pun Pun","Bangkok","Thailand"
"107","Baoji, Shaanxi, China - Baoji City Public Bicycle LLC","2,000 bikes in 100 stations in phase 1 <br>Launch: September 10, 2013<br>to expand to 3,000 bikes in phase 2 and then to 10,000 bikes in phase 3Source (http://news.163.com/13/0909/03/98A6D4UV00014Q4P.html):","operation",107.228622,34.370645,"0","China","Asia","Baoji, Shaanxi, China","Baoji City Public Bicycle LLC","Baoji","China"
"108","Barcelona, Spain - Vodafone-Bicing","http://bicing.com/<br>OBrien Bike Share Map (http://bikes.oobrien.com/?city=barcelona)<br>CityBik.es Maps (https://citybik.es/map/bicing) 6,000 bikes in 420 stations<br>Launched: March 2007<br>(For Residents Only)<br>Operator The City of Barcelona and Clear Channel","operation",2.177139,41.3772267,"0","Spain","Europe","Barcelona, Spain","Vodafone-Bicing","Barcelona","Spain"
"109","Barcellona Pozzo di Gotto, Italy - Bicincittà","CityBik.es Map (https://citybik.es/map/longanoinbici)<br>50 bikes in 6 stations<br>Launch October 19, 2013<br>Equipment and operator :Bicincittà<br>Source (http://goo.gl/BeKAHC) Source (http://www.24live.it/42806-collaudato-limpianto-di-bike-sharing-entro-agosto-sara-attivo) II","operation",15.212116,38.156832,"0","Italy","Europe","Barcellona Pozzo di Gotto, Italy","Bicincittà","Barcellona Pozzo di Gotto","Italy"
"110","Bari, Italy - BarinBici","Issues New Tender October 18, 2016 for 150 bikes and 50 pedelecs in 34 stations. July 2016 system suspended for new contract in the fall (http://www.baritoday.it/cronaca/bikesharing-comune-amtab-attesa-nuovo-servizio.html)<br>http://bicincitta.com/citta.asp?id=9<br>CityBik.es Map (https://citybik.es/map/bariinbici)<br>200 bikes in 30 stations (May 2014)<br>Replacing system (http://corrieredelmezzogiorno.corriere.it/bari/notizie/cronaca/2014/23-gennaio-2014/bike-sharing-il-flop-bari-ci-riproval-amtab-utilizza-biciclette-anti-vandali-2223963260485.shtml)Source (http://bariapedali-bari.blogautore.repubblica.it/2014/05/21/bike-sharing-il-comune-ci-riprova-arrivano-200-nuove-bici/)<br>64 bikes in 30 stations (Jan. 2014)<br>Launched September 2007 with 125 bikes in 30 stations (max. 335 bikes in 30 Stations)<br>System: Bicincittà","planning",16.869678,41.127599,"0","Italy","Europe","Bari, Italy","BarinBici","Bari","Italy"
